E	P1	E	P2	E	P3	E	P4	E	P5							
484.9	0.0625078340910284	486.75	-0.037409460250744	487	-0.00784859828431257	487	0.18190099020089	486.9	-0.0182120674134931
485	0.0508223498585145	486.85	-0.0260728809888585	487.1	-0.0141260844859059	487.1	0.191910478266647	487	-0.0341600272561474
485.1	0.0382034209920518	486.95	0.0241121690235744	487.2	-0.0196281273495559	487.2	0.203112022493051	487.1	-0.0391118635539431
485.2	0.0384064534040826	487.05	-0.00871050541834779	487.3	-0.0249826957889458	487.3	0.219478900417867	487.2	-0.042075916599179
485.3	0.0450462519147091	487.15	0.0266685382893903	487.4	-0.0243833776048062	487.4	0.220594080095727	487.3	-0.0466487778361493
485.4	0.0529814783236352	487.25	0.017685872189558	487.5	-0.0188223562714634	487.5	0.224216254814151	487.4	-0.0523011848937955
485.5	0.0714298017060376	487.35	0.0349079562681982	487.6	-0.0195373863748864	487.6	0.234861056886885	487.5	-0.0408993445080876
485.6	0.0852958946871216	487.45	0.0110466755969808	487.7	-0.0131351927807285	487.7	0.235060409979328	487.6	-0.027857222470797
485.7	0.101037906412249	487.55	0.0449422069640408	487.8	-0.00494324849503421	487.8	0.245967670229084	487.7	-0.0256134282072233
485.8	0.104719628459864	487.65	0.0370595737512934	487.9	0.00156378452539167	487.9	0.247870027198231	487.8	-0.0246881642526903
485.9	0.104375099988217	487.75	0.012088730959581	488	0.00875769008090437	488	0.252681180040595	487.9	-0.00552435133552591
486	0.0971531564133185	487.85	0.0507750924447938	488.1	0.0126651987544845	488.1	0.250228776500232	488	-0.0017779136911924
486.1	0.0848570542386316	487.95	0.0769779175256078	488.2	0.00944858433251291	488.2	0.234049114705627	488.1	0.00515176172596944
486.2	0.0792509774935068	488.05	0.0060537583521164	488.3	0.00521322469536755	488.3	0.210797742209771	488.2	0.00850426543022979
486.3	0.0761760794762935	488.15	0.0566225765827912	488.4	0.00202531854317569	488.4	0.191347933915669	488.3	-0.00361109196246444
486.4	0.0686676840235809	488.25	0.0600187697021714	488.5	-0.00544711955426241	488.5	0.179672010636969	488.4	-0.00788730959142849
486.5	0.0533985677562684	488.35	-0.00734233851238078	488.6	-0.0101552418070275	488.6	0.172027829256946	488.5	-0.0105085227169729
486.6	0.0410360972495639	488.45	-0.00272049988369202	488.7	-0.00508278338635481	488.7	0.148181490923849	488.6	-0.0229176347978855
486.7	0.0340379251521174	488.55	0.0235939969038013	488.8	-0.00369245230852374	488.8	0.136038585371343	488.7	-0.0333631268033789
486.8	0.0291882280727761	488.65	0.0215872430195157	488.9	0.00246510416153273	488.9	0.12688202757107	488.8	-0.041790591411596
486.9	0.0171857712673833	488.75	0.0329652118810611	489	0.0090386531904389	489	0.12294831642717	488.9	-0.0356170903198246
487	0.0108457333900712	488.85	0.0527911509677626	489.1	0.00262706985921271	489.1	0.121243927345968	489	-0.0512894360159409
487.1	-0.00154269091382318	488.95	0.0293994497429193	489.2	9.60743326814755E-4	489.2	0.117496369123328	489.1	-0.0555458503269929
487.2	-0.00822700733578649	489.05	-0.012173226704313	489.3	0.00181407324264467	489.3	0.118635933302114	489.2	-0.0591390501256762
487.3	-0.00748094784476501	489.15	0.00143438545267869	489.4	0.00115041373969945	489.4	0.134648263617414	489.3	-0.057882812856948
487.4	-0.00208140485223329	489.25	0.023586136088362	489.5	-0.00302948856520285	489.5	0.143145701609668	489.4	-0.0448216561797276
487.5	0.00209589101751734	489.35	0.0226747627718198	489.6	-0.0011701468844326	489.6	0.150852205381712	489.5	-0.0292112367405364
487.6	0.0021057351820626	489.45	0.004794086741692	489.7	0.0024630882666597	489.7	0.155083182084432	489.6	-0.0226748085862411
487.7	0.00574249757314664	489.55	-0.0135444577240533	489.8	-0.00431201065129636	489.8	0.16303833103728	489.7	-0.0177402019660572
487.8	0.00998153104422041	489.65	0.00196156221674995	489.9	-0.0108922484815342	489.9	0.186424272776075	489.8	-0.0189831805252673
487.9	0.0186587805690451	489.75	0.0198937987791672	490	-0.0187101951387666	490	0.196570039488421	489.9	-0.0073887387189311
488	0.026802808507251	489.85	0.0450777659241672	490.1	-0.02793029426958	490.1	0.192472718581532	490	-0.0107658319284964
488.1	0.0376396098284437	489.95	0.00172771097867152	490.2	-0.0265388207352493	490.2	0.182624391257375	490.1	-0.00175802138260086
488.2	0.0492982222199304	490.05	-0.00632266241006184	490.3	-0.0278292020613449	490.3	0.182517783340172	490.2	-0.00328076269576884
488.3	0.0442714556482541	490.15	-0.0341841195485646	490.4	-0.0285965079625794	490.4	0.192965150443677	490.3	-0.0151926299026207
488.4	0.0451262191671378	490.25	-0.0774721863494534	490.5	-0.0203644691501834	490.5	0.197879187455458	490.4	-0.0245744635480465
488.5	0.051008295165923	490.35	0.00925063969390947	490.6	-0.00766175211710926	490.6	0.205452925767561	490.5	-0.037167790595317
488.6	0.0631213194378889	490.45	0.0746211167170668	490.7	-0.00168132260989404	490.7	0.205013911613372	490.6	-0.0470821712695961
488.7	0.0760331754308179	490.55	0.075477464325534	490.8	-0.0058013253459682	490.8	0.195038867856364	490.7	-0.0525221221594273
488.8	0.0794517832122665	490.65	0.120292454419302	490.9	-0.00592116911759769	490.9	0.194144846952243	490.8	-0.0520802412103872
488.9	0.0747903886192264	490.75	0.006182194450906	491	-0.00773631142381143	491	0.19126316477483	490.9	-0.0275913931324207
489	0.0734666776068065	490.85	-0.0614848919940001	491.1	-0.00574699287199287	491.1	0.183362412825644	491	-0.00701592803190047
489.1	0.0532541630420861	490.95	0.00495258644891673	491.2	-0.00187722502901074	491.2	0.186115890166473	491.1	0.0234473507913146
489.2	0.0411176839379801	491.05	0.0178520722874171	491.3	-4.66702073844951E-5	491.3	0.186917097314449	491.2	0.0365710326557424
489.3	0.0358201382956653	491.15	0.0246882544979105	491.4	0.0016810451274737	491.4	0.186558091071764	491.3	0.0355385314499373
489.4	0.0298444005931912	491.25	0.0877969663669397	491.5	0.00734460650532079	491.5	0.174282357113795	491.4	0.0331431268564872
489.5	0.020990933372511	491.35	0.0904138157841966	491.6	0.00994267829982116	491.6	0.163166790903299	491.5	0.0139662509657681
489.6	0.0216087406857912	491.45	0.0212331854751382	491.7	0.00611475706118563	491.7	0.151425559019146	491.6	-0.00115019744270637
489.7	0.0223837525507659	491.55	0.00750497717957151	491.8	0.00746725394939681	491.8	0.155422908905429	491.7	-0.01943611146128
489.8	0.0255814631322318	491.65	0.0157151497164492	491.9	0.0131395062287919	491.9	0.157581535238316	491.8	-0.0332780112917668
489.9	0.0172763315720476	491.75	0.00722157071926461	492	0.012037332037332	492	0.149200731780389	491.9	-0.0326698691993103
490	0.0190584239210911	491.85	-0.00567785094931378	492.1	0.0142566985424128	492.1	0.147473054571955	492	-0.0302361863005136
490.1	0.0188236588062633	491.95	0.0765340220904956	492.2	0.0157534022712594	492.2	0.160282768821908	492.1	-0.011258622604502
490.2	0.0176527130350142	492.05	-0.013505715133674	492.3	0.0149352477031048	492.3	0.159655482050031	492.2	9.13518863912793E-5
490.3	0.0101096995388333	492.15	-0.0176946955538265	492.4	0.0164349079527651	492.4	0.163394083784068	492.3	0.00319711776912717
490.4	0.0198366421491217	492.25	0.046143628327812	492.5	0.0187374066838353	492.5	0.167125175553797	492.4	0.00945955891953176
490.5	0.0279099256125774	492.35	0.0389548323961851	492.6	0.0157406194906195	492.6	0.176080494696583	492.5	0.00468056416260017
490.6	0.046199149854554	492.45	0.0263067803543784	492.7	0.0164871052371052	492.7	0.180510879930254	492.6	0.00193195966673756
490.7	0.0548979873240555	492.55	0.0946711692561904	492.8	0.0200714456964457	492.8	0.171566791019968	492.7	-0.00919593525650089
490.8	0.0546241892766867	492.65	0.0767510768515028	492.9	0.0158666255987685	492.9	0.146279633801574	492.8	-0.0315533666377375
490.9	0.0526838083140405	492.75	0.0120524749536773	493	0.00694835364478222	493	0.132077045522423	492.9	-0.0583416331911528
491	0.0449301089571053	492.85	0.0140986933399642	493.1	0.00692553353267639	493.1	0.125172527870877	493	-0.0763587025114158
491.1	0.0332540312313523	492.95	-0.0391463796132158	493.2	0.00269498233783948	493.2	0.114565163735804	493.1	-0.0744451821985283
491.2	0.0394985941853712	493.05	0.00553818511418235	493.3	0.00140396720753864	493.3	0.100951154264038	493.2	-0.0802308139002347
491.3	0.0344011821490367	493.15	0.0366923613729155	493.4	0.00611520593663451	493.4	0.0829593888798718	493.3	-0.063866305913004
491.4	0.0329454274657636	493.25	0.00532984142008037	493.5	0.0054775909240195	493.5	0.0658793030743943	493.4	-0.0316820784406883
491.5	0.0350057184205911	493.35	0.0451562136537551	493.6	0.0014802519266805	493.6	0.0663627207211197	493.5	-0.0133990534165279
491.6	0.037192662679482	493.45	0.0464359223223095	493.7	0.00762116735331021	493.7	0.0721238158540184	493.6	-0.00401515305429848
491.7	0.0412281771595513	493.55	-0.016779632466772	493.8	0.00659612271219414	493.8	0.0640040415874937	493.7	0.00580839030618
491.8	0.0435253490284057	493.65	0.0335151481122011	493.9	0.00691218141218141	493.9	0.0653885439100871	493.8	-0.00706119829326697
491.9	0.0417222607498849	493.75	0.0562085201613874	494	0.00803672263493692	494	0.0691750931273362	493.9	-0.0300470626368826
492	0.0457728115425032	493.85	5.21295590724238E-5	494.1	0.0136532385639529	494.1	0.0684744020350966	494	-0.0572116628137309
492.1	0.041680526603783	493.95	-0.00763517795121482	494.2	0.0125296106992536	494.2	0.0685277988613969	494.1	-0.0713637622503117
492.2	0.0402953565478598	494.05	-0.00911824110243926	494.3	0.0160680603537746	494.3	0.0638166323637822	494.2	-0.0877096449733944
492.3	0.0444328671543954	494.15	0.00737520955490138	494.4	0.0187430718680719	494.4	0.0584279161694449	494.3	-0.0648467659664593
492.4	0.0564721492541354	494.25	-0.0126877090535739	494.5	0.00555439251867823	494.5	0.0619367477861558	494.4	-0.042306105108241
492.5	0.0629100237536828	494.35	0.0439016916795675	494.6	0.00345243977386834	494.6	0.0638195061017975	494.5	-0.0288408566768914
492.6	0.0766344163433789	494.45	0.047214784750018	494.7	0.00101362300469443	494.7	0.0668249800370139	494.6	-0.0170063072091213
492.7	0.0757770176646347	494.55	3.44327779961338E-4	494.8	-0.00226864858114858	494.8	0.0716242161383564	494.7	0.0126511963901351
492.8	0.0647430656938908	494.65	0.0288854486680731	494.9	0.00409676144497573	494.9	0.0835913232430712	494.8	0.0236643044995634
492.9	0.0573314255786368	494.75	0.030252268005679	495	0.00897305601769888	495	0.0953042900194998	494.9	0.0246659061079179
493	0.0426336828963746	494.85	0.013777956027561	495.1	0.00889379168843455	495.1	0.103364766182134	495	0.0162984999287048
493.1	0.0414380668941864	494.95	0.0269916338464253	495.2	0.00144695870588728	495.2	0.111835354463154	495.1	0.00957855914413528
493.2	0.043434883852442	495.05	0.0832437895547409	495.3	6.79548268834001E-5	495.3	0.115690162428737	495.2	-0.00835134600081763
493.3	0.0372631616566375	495.15	0.0682357282082956	495.4	0.00119636599993743	495.4	0.127345485737198	495.3	-0.0152173522869924
493.4	0.037838181759474	495.25	0.0893570975944301	495.5	-0.00889710922746637	495.5	0.148935412024119	495.4	-0.014729536936222
493.5	0.0316054091087188	495.35	0.0838588582566637	495.6	-0.00329368500797073	495.6	0.161408489894455	495.5	-0.0198231925245193
493.6	0.0283734840413615	495.45	0.0853812896550065	495.7	2.46775425346853E-4	495.7	0.161712440855151	495.6	-0.0242008736173337
493.7	0.034391426086308	495.55	0.0354396040715816	495.8	0.00789004931862075	495.8	0.172246265747177	495.7	-0.0213841360911389
493.8	0.0303523435485958	495.65	0.052728745718663	495.9	0.0255646079753223	495.9	0.168415643329587	495.8	-0.0145213832942555
493.9	0.0205182865998116	495.75	0.0504645100225397	496	0.037040945317731	496	0.171963000365361	495.9	-0.0123605966261015
494	0.0166735690963682	495.85	0.0189405545885505	496.1	0.0379189667314667	496.1	0.156620445991899	496	-0.00171484002041077
494.1	0.013323981873383	495.95	0.0309169079723107	496.2	0.0290034421016564	496.2	0.14584743196902	496.1	0.0124666078208803
494.2	0.016005159667103	496.05	0.0514803198870609	496.3	0.021405079860437	496.3	0.147114381154315	496.2	0.0135893139842845
494.3	0.0223172555559795	496.15	0.0489170523546351	496.4	0.00954800456586171	496.4	0.156495112870057	496.3	0.0191091805253792
494.4	0.0213013709785229	496.25	0.051945070546808	496.5	0.00290539823575538	496.5	0.148580668214469	496.4	0.0261419147984578
494.5	0.0127276251834588	496.35	0.066924736702789	496.6	0.0015658360479789	496.6	0.132836426874516	496.5	0.0184040201225401
494.6	0.00594053517832047	496.45	0.0794442884758841	496.7	3.72598319026878E-5	496.7	0.124258193014411	496.6	0.0125656432533308
494.7	-0.00338790711837768	496.55	0.023566885111776	496.8	0.004198765288051	496.8	0.134109562113462	496.7	0.00794615536540074
494.8	-0.00245593810950811	496.65	0.0339328943041173	496.9	0.0110243889440318	496.9	0.14085909104393	496.8	-0.00397362227953985
494.9	-0.00322026995930181	496.75	0.0134023053044462	497	0.00856091594484452	497	0.147326098094296	496.9	-0.0226812532278166
495	-0.00604447893425594	496.85	4.72624309170684E-5	497.1	0.00561550213335928	497.1	0.146544635880709	497	-0.0241330142753176
495.1	-0.00185729400025495	496.95	0.0326753242586369	497.2	0.00154419533883819	497.2	0.139464517000656	497.1	-0.00925606273257094
495.2	0.00277435951350452	497.05	0.0659352365062686	497.3	0.00108194018908304	497.3	0.143756594255532	497.2	-0.0114588530014333
495.3	0.0189018219228622	497.15	0.0219701770287722	497.4	-3.42326726255302E-4	497.4	0.125406763143388	497.3	-0.00471928157569497
495.4	0.0226051983932531	497.25	-0.0218752055442813	497.5	0.00486807451093165	497.5	0.113259802262616	497.4	0.01194828376624
495.5	0.0328337055184587	497.35	-0.0566100634480103	497.6	0.00599782077460649	497.6	0.107560759841673	497.5	0.0352116703633246
495.6	0.0449834708849486	497.45	0.0180280582983741	497.7	0.0129452541952542	497.7	0.0995675604403448	497.6	0.0502720404027386
495.7	0.0541070470387947	497.55	-0.0116844444087945	497.8	0.0202640772730059	497.8	0.0906619189964045	497.7	0.0466059285068284
495.8	0.0611377849372648	497.65	-0.0338265326584797	497.9	0.0218474160438446	497.9	0.0787942561986489	497.8	0.0269532986802011
495.9	0.0694624754839091	497.75	0.0477757902926951	498	0.016439799895157	498	0.0755918968267115	497.9	0.00391151634974884
496	0.0769357048093714	497.85	0.00933754181071477	498.1	0.0108551281944139	498.1	0.0692168573233588	498	-0.0157589467488543
496.1	0.083187011944671	497.95	-0.0361942423537527	498.2	0.0100808272861844	498.2	0.0640540175996144	498.1	-0.0177513156021985
496.2	0.0824032864589875	498.05	0.0344741675957937	498.3	0.0112176685033828	498.3	0.0649199629959841	498.2	-0.037291564006341
496.3	0.0759600938392712	498.15	0.0217065990743489	498.4	0.00926649467720896	498.4	0.0562308673582535	498.3	-0.0296850409037169
496.4	0.0748907860887463	498.25	0.0102482734280374	498.5	0.00685797967940825	498.5	0.0455797743399691	498.4	-0.0197043472170795
496.5	0.0773140952071897	498.35	0.0533906584636116	498.6	0.00100797981155124	498.6	0.045904941087814	498.5	-0.00974235587631419
496.6	0.0765935484727474	498.45	0.0670694398767938	498.7	-0.00213743020885878	498.7	0.0473979594587777	498.6	-0.0174488339817433
496.7	0.0728048396204228	498.55	0.00443638755424364	498.8	-0.00592011390225676	498.8	0.050880182661115	498.7	-0.0307251249114159
496.8	0.0640955080552129	498.65	-0.0164509220415661	498.9	-0.0104590087982945	498.9	0.0494740920887508	498.8	-0.0420890877918674
496.9	0.0484734220126476	498.75	0.0264707345049692	499	-0.0195376370733514	499	0.0457535745068568	498.9	-0.0569938976460547
497	0.0326881682496979	498.85	0.0399095204100458	499.1	-0.0193856551535123	499.1	0.0363386538929567	499	-0.0628292989554938
497.1	0.0240013635056083	498.95	0.00367019868612085	499.2	-0.0151529625279625	499.2	0.0362326668706552	499.1	-0.051452550521069
497.2	0.0243906755521166	499.05	0.0339531078295326	499.3	-0.00773726196940483	499.3	0.0322097173404663	499.2	-0.0426760042702342
497.3	0.0326810721844384	499.15	0.0403907948246958	499.4	0.003532191139334	499.4	0.0347508334182466	499.3	-0.0241926538884384
497.4	0.0341507605066273	499.25	0.00798628367918248	499.5	0.00716464316464317	499.5	0.0187958382587607	499.4	-0.0284986185331939
497.5	0.0350203711717334	499.35	0.0113806639982674	499.6	0.00640017945375088	499.6	0.0150992852645617	499.5	-0.0309094066985181
497.6	0.0266962578151863	499.45	0.0117252564791568	499.7	0.0133197853019282	499.7	0.0160078214046781	499.6	-0.0334736922190001
497.7	0.0253405887444062	499.55	0.0576011678925795	499.8	0.0161475486654058	499.8	0.0156756678801307	499.7	-0.0265954228803818
497.8	0.0283213841615328	499.65	0.0156334614058026	499.9	0.0117975720832864	499.9	0.00716105569368689	499.8	-0.0351310972941939
497.9	0.0271574433664562	499.75	0.0115009986444104	500	0.00378489701703987	500	0.0199545465868135	499.9	-0.0514547664573943
498	0.0291118173920382	499.85	0.0227798410190184	500.1	3.15788637217209E-4	500.1	0.0406116235759588	500	-0.0535180597628941
498.1	0.0347399915948098	499.95	-0.00192452012930239	500.2	-0.00973516141373284	500.2	0.0511412071679767	500.1	-0.0401907660422786
498.2	0.0383582109886587	500.05	-0.0302612517947525	500.3	-0.0164727513656085	500.3	0.0442644071121874	500.2	-0.0262473655323004
498.3	0.047711440518409	500.15	0.0190793220447746	500.4	-0.0193251679144536	500.4	0.0293215897219377	500.3	-0.0045952216781146
498.4	0.0629206692607396	500.25	-0.00285703743512822	500.5	-0.0226519975359261	500.5	0.0127396474231625	500.4	0.0107797203387986
498.5	0.0698238600226209	500.35	0.0113820917790309	500.6	-0.0231613335006192	500.6	3.02072069039211E-4	500.5	0.0212449576410274
498.6	0.0626976671723058	500.45	0.0502341400027272	500.7	-0.0137340007250722	500.7	-0.014721860086172	500.6	0.030978384288333
498.7	0.054141803289464	500.55	0.00866569877034387	500.8	-0.00775588166659595	500.8	-0.0224548772907686	500.7	0.0239611564079474
498.8	0.0446716381453449	500.65	-0.0174362511931595	500.9	-0.00595243071135928	500.9	-0.0182798945527326	500.8	0.0053930400719184
498.9	0.0407651776222878	500.75	0.00620104436547979	501	-0.00323202160702161	501	-0.0110182393979993	500.9	-0.0167829239535093
499	0.028223123400457	500.85	0.0100532931201822	501.1	-0.00414004673826102	501.1	-0.0111270848587632	501	-0.0204725445626113
499.1	0.0255413555487147	500.95	-0.026949442122741	501.2	-0.00664054004232576	501.2	-0.0080054798386388	501.1	-0.00116733465956187
499.2	0.0185513691079765	501.05	0.025731176154457	501.3	-0.0090428185160328	501.3	0.00303863015767923	501.2	0.0164093612050649
499.3	0.015600271423806	501.15	0.0588401286606935	501.4	-0.00907013666835096	501.4	0.0185070795450819	501.3	0.0422575284171462
499.4	0.0122864870493183	501.25	-0.00193510816642469	501.5	-0.0074792351042351	501.5	0.0188269416172968	501.4	0.0508774618430385
499.5	4.71353490608964E-4	501.35	0.0299428085570591	501.6	-0.0055350416868274	501.6	0.0194822708726237	501.5	0.0428173099644928
499.6	-0.00195408879687811	501.45	0.00451416149965108	501.7	0.00232724823796252	501.7	0.0208017134810718	501.6	0.0246063524656391
499.7	0.00609275977463068	501.55	-0.00541576494557588	501.8	-3.89532648461219E-4	501.8	0.0135673458668134	501.7	0.00163988093855528
499.8	0.00465409654297344	501.65	0.0232255011269843	501.9	-0.008393717572289	501.9	0.0141902983746705	501.8	-0.0130672238391143
499.9	0.00185447289867171	501.75	0.00199465785399739	502	-0.00774570143320143	502	0.0242761639834688	501.9	-0.0177977186757364
500	-3.39170118507467E-4	501.85	-0.0381589649391589	502.1	-0.00813791142362571	502.1	0.0311365504291639	502	-0.0166191633673419
500.1	-0.00468677288124479	501.95	0.00227633172641154	502.2	-0.0110321383035669	502.2	0.0309287008675159	502.1	-0.00414693898461336
500.2	0.00229328607688473	502.05	-0.00750103072937138	502.3	-0.014286781018031	502.3	0.0353628619923195	502.2	-0.00784162061989788
500.3	0.00919392723433147	502.15	0.0115277414593845	502.4	-0.019646342033842	502.4	0.0510325060730236	502.3	-0.0080094663073483
500.4	0.0195490092780356	502.25	-0.0129506132238167	502.5	-0.0154242404233476	502.5	0.0614846739423466	502.4	-0.0208344808995499
500.5	0.0278837132108861	502.35	0.0191717267323874	502.6	-0.00589404492440207	502.6	0.070528299190521	502.5	-0.014443962572249
500.6	0.0315466480323345	502.45	0.0338623073899686	502.7	0.00362859325448611	502.7	0.0858376287179912	502.6	-0.0165200980847682
500.7	0.0381757148562417	502.55	0.0301146235230891	502.8	0.00886909716016859	502.8	0.0903087430896917	502.7	-0.0119052740298202
500.8	0.0410699209572151	502.65	0.034010379484876	502.9	0.00833537747912748	502.9	0.0851875793876915	502.8	-0.00485008413101724
500.9	0.0384834309467907	502.75	-0.00225270115265222	503	0.0106931692788836	503	0.095972199997865	502.9	0.00417408673874887
501	0.0300687537581279	502.85	-0.0130177670471408	503.1	0.0106761633377705	503.1	0.106124606962082	503	-1.74122919585564E-4
501.1	0.0266019698683588	502.95	0.0259345948070491	503.2	0.00537944241158527	503.2	0.112985662884463	503.1	-0.00585202583799292
501.2	0.0186290480102839	503.05	-0.0106969816072961	503.3	-7.12859221787794E-4	503.3	0.116642155576592	503.2	-0.0253577541294738
501.3	0.0250391469824068	503.15	0.0397089894039416	503.4	-0.00419370704192133	503.4	0.127855521655094	503.3	-0.0283053017978972
501.4	0.0244441179669149	503.25	0.103956877812447	503.5	-0.00347663570877857	503.5	0.118341779862798	503.4	-0.0363248818866387
501.5	0.0184139201298607	503.35	0.0744460932549391	503.6	-0.0013368153546725	503.6	0.0981382196870276	503.5	-0.0179327610057295
501.6	0.0162413510387604	503.45	0.0445536580866134	503.7	0.00141747311390169	503.7	0.086910064587174	503.6	-0.0112330311611591
501.7	0.0216662660544696	503.55	0.04334132783611	503.8	0.00350774538274538	503.8	0.0729364205377494	503.7	-0.00983537321301072
501.8	0.0186852290083665	503.65	0.0741793068044181	503.9	6.08576322862037E-4	503.9	0.0650640827750541	503.8	9.93908790100696E-4
501.9	0.0174602951407145	503.75	0.046361003938429	504	3.52034369891514E-5	504	0.0598167442380913	503.9	7.15913101242037E-4
502	0.0126315830038757	503.85	0.034671650530605	504.1	-0.00144630362487505	504.1	0.0628936286350056	504	-0.0048913969501271
502.1	0.00473721634638598	503.95	0.0146486295711043	504.2	-0.00376004051896909	504.2	0.0720590905797113	504.1	-0.00425687530889047
502.2	0.00540132428130501	504.05	0.00575609012665538	504.3	-0.00748494951173523	504.3	0.0746973373411687	504.2	-0.0124019425166603
502.3	-0.00401041837149248	504.15	-0.0201216020021016	504.4	-0.00927401674723103	504.4	0.0833052564050556	504.3	-0.0154207138225354
502.4	-0.00631320573401909	504.25	0.0466773616536589	504.5	-0.00908526119240405	504.5	0.0823188003605673	504.4	-0.0265246404028742
502.5	-0.00769383868689662	504.35	0.0132786979922836	504.6	-0.00593771263414121	504.6	0.0756951974475269	504.5	-0.0242525833586919
502.6	-0.0154559797364009	504.45	0.0250094249572869	504.7	-0.00299631315702744	504.7	0.064207669856452	504.6	-0.0239214977955964
502.7	-0.0228447985309914	504.55	0.0551631921327676	504.8	2.96800225371653E-4	504.8	0.048134138180529	504.7	-0.0333141116450697
502.8	-0.0310514105747928	504.65	0.0588107709213999	504.9	0.00101517728303443	504.9	0.0277844708264713	504.8	-0.0290619792719875
502.9	-0.0328838218960262	504.75	0.014372634736783	505	0.002000513000513	505	0.0146731826299912	504.9	-0.0363305117317918
503	-0.0296284247791382	504.85	0.0241708845021617	505.1	2.83342711914141E-4	505.1	0.0123684864230041	505	-0.0308819731170164
503.1	-0.0341933965653061	504.95	0.0369119829308008	505.2	0.00324836956979814	505.2	0.0138924196000981	505.1	-0.0146152841075326
503.2	-0.0419879059922797	505.05	0.029912648693741	505.3	0.00268038663574378	505.3	0.0240833432659523	505.2	-0.00240599957126517
503.3	-0.0408855278104033	505.15	0.0657465769357258	505.4	0.0014039547253833	505.4	0.034274802778189	505.3	-0.00515526021014598
503.4	-0.0421175549723639	505.25	0.046212450569107	505.5	0.00431345540274112	505.5	0.0496613095266443	505.4	-0.0260950714356044
503.5	-0.0310132940890325	505.35	0.102745028836359	505.6	0.00577697445554588	505.6	0.0488491988890975	505.5	-0.0297810201064397
503.6	-0.0170745463021699	505.45	0.114919988128564	505.7	0.00673151826723255	505.7	0.0528627600444816	505.6	-0.0439682760354313
503.7	0.00756747596554982	505.55	0.0648586256406966	505.8	0.00581732501375359	505.8	0.0660632601020145	505.7	-0.0563428723568252
503.8	0.016256133076908	505.65	0.0609527629162021	505.9	-0.00503443717729432	505.9	0.0661229495064179	505.8	-0.0625147236198558
503.9	0.022546896166968	505.75	0.0800664158692217	506	-0.0105721706614564	506	0.0660742417082414	505.9	-0.0622422456018751
504	0.0184983172653995	505.85	0.00465770961506068	506.1	-0.0104195141159427	506.1	0.0703492693812514	506	-0.0430205654226485
504.1	0.0134988739628215	505.95	0.0415973497822233	506.2	-0.00311666324166324	506.2	0.0646866167412979	506.1	-0.0268288638401995
504.2	0.00999885887092512	506.05	0.0549105230650763	506.3	-0.00102803232267518	506.3	0.0675579382224136	506.2	-0.0112411260792273
504.3	0.00527397194565311	506.15	-0.00648116211728657	506.4	5.30501423358567E-4	506.4	0.0763938204743767	506.3	-0.00378982112916958
504.4	0.00107603013503227	506.25	0.00487227779159214	506.5	0.00264965529251244	506.5	0.0765578881515221	506.4	-0.0100609611651329
504.5	0.0032628052114058	506.35	0.00944425639092317	506.6	-0.0064406349584921	506.6	0.0820282783881018	506.5	0.0031813343299792
504.6	-0.00414618447800548	506.45	-0.0230875357947846	506.7	-0.0121210254603112	506.7	0.0907263460025189	506.6	0.00242676581683553
504.7	-0.0108925206932809	506.55	0.00687816538193135	506.8	-0.0217281053352482	506.8	0.0947655848487917	506.7	-0.00542547261622156
504.8	-0.0122639697833431	506.65	0.0103634263529827	506.9	-0.0312042066863496	506.9	0.0855359067501008	506.8	-0.0218955260368103
504.9	-0.00291241406861573	506.75	-0.0229601584997072	507	-0.0312247209925781	507	0.0935600103944608	506.9	-0.0388134186775715
505	0.00706761172257094	506.85	-0.025628023004917	507.1	-0.0206241942313371	507.1	0.100291124327298	507	-0.0502352407356769
505.1	0.0105319811870442	506.95	0.059496747387081	507.2	-0.0115698936234651	507.2	0.101300374697376	507.1	-0.0508135567095157
505.2	0.00900650554781552	507.05	0.0281686706398543	507.3	-0.00827765336693908	507.3	0.102135199235057	507.2	-0.0481870316923794
505.3	0.0135509326801235	507.15	0.023168069046836	507.4	-0.00400455355812498	507.4	0.107771981545551	507.3	-0.0299473407137887
505.4	0.0203425867441999	507.25	-1.62471825393642E-4	507.5	0.00183968728611586	507.5	0.115733865259402	507.4	-0.0271706667168646
505.5	0.0238939214202791	507.35	-0.0273679904386816	507.6	8.41743341743341E-4	507.6	0.112382128021604	507.5	-0.0121777016135304
505.6	0.0239681061864964	507.45	-0.0131756090126655	507.7	0.00671395564252707	507.7	0.0994616099708461	507.6	-0.00686430072476658
505.7	0.0254574096063856	507.55	0.0586468167708091	507.8	0.00744581271366986	507.8	0.085898914658542	507.7	-0.0116513033990951
505.8	0.0199174880051769	507.65	0.00918656602683907	507.9	0.00701093951093951	507.9	0.0675007855122985	507.8	-0.0144694311325851
505.9	0.0222578286928247	507.75	0.0250358950500926	508	0.0165926754319611	508	0.0559934894753325	507.9	-0.0162840897656135
506	0.018722839042182	507.85	0.0561177197218234	508.1	0.0198623361123361	508.1	0.0537851922347497	508	0.00393342360383682
506.1	0.0203546948600775	507.95	0.0207889691904162	508.2	0.0175234684163256	508.2	0.0498768677063439	508.1	0.0202827825292229
506.2	0.0240776565431031	508.05	0.0206274214118987	508.3	0.0130572160929304	508.3	0.0455511775222548	508.2	0.0260158749049001
